Date,Open,High,Low,Close,Adj Close,Volume
2005-03-28,173.875000,176.107498,173.000000,174.050003,128.421890,3699728
2005-03-29,174.375000,174.750000,170.274994,171.362503,126.438881,3053400
2005-03-30,171.387497,175.000000,170.000000,173.820007,128.252151,4115256
2005-03-31,175.562500,180.637497,174.657501,179.007507,132.079697,6914640
2005-04-01,179.125000,182.125000,176.750000,181.369995,133.822800,5562672
2005-04-04,181.500000,182.100006,177.912506,178.470001,131.683151,5257360
2005-04-05,178.625000,180.312500,177.012497,178.182495,131.470993,3367832
2005-04-06,178.375000,181.000000,178.375000,180.169998,132.937515,1953408
2005-04-07,180.125000,181.250000,177.750000,178.149994,131.446976,2483216
2005-04-08,178.837494,179.362503,173.757507,174.195007,128.528824,4052280
2005-04-11,174.625000,175.000000,170.012497,170.449997,125.765594,2822992
2005-04-12,174.875000,174.875000,170.625000,172.750000,127.462669,4112696
2005-04-13,174.250000,175.875000,173.195007,175.199997,129.270340,4638600
2005-04-15,174.375000,174.375000,164.375000,164.875000,121.652184,9862480
2005-04-18,162.500000,168.587494,161.375000,164.832504,121.620735,6024304
2005-04-19,166.250000,168.612503,147.262497,151.087494,111.479065,27235152
2005-04-20,150.000000,150.000000,136.662506,139.524994,102.947731,47498256
2005-04-21,140.625000,143.500000,138.750000,142.800003,105.364243,13252336
2005-04-22,145.000000,146.457504,142.532501,145.845001,107.610924,12958672
2005-04-25,145.600006,145.987503,143.500000,144.619995,106.707077,6880584
2005-04-26,144.625000,145.475006,141.762497,142.087494,104.838501,5539000
2005-04-27,142.637497,142.637497,138.875000,139.457504,102.897987,6537368
2005-04-28,139.387497,141.250000,137.145004,139.350006,102.818695,8728872
2005-04-29,141.100006,143.087494,139.632507,141.387497,104.321983,11065704
2005-05-02,143.750000,147.250000,139.762497,141.112503,104.119102,5129600
2005-05-03,141.250000,141.875000,138.169998,138.574997,102.246796,5503048
2005-05-04,138.312500,140.562500,138.312500,140.107498,103.377571,4792144
2005-05-05,143.744995,143.750000,140.695007,142.107498,104.853203,6495064
2005-05-06,142.500000,146.462494,141.520004,145.937500,107.679199,8188664
2005-05-09,146.250000,147.782501,145.782501,146.907501,108.394943,4739040
2005-05-10,147.250000,147.250000,143.282501,144.062500,106.295738,7075952
2005-05-11,143.500000,144.074997,142.244995,143.637497,105.982132,3213288
2005-05-12,144.875000,145.212494,142.895004,143.345001,105.766296,3608944
2005-05-13,143.625000,143.875000,142.520004,143.574997,105.936028,2388752
2005-05-16,143.125000,144.862503,142.782501,144.287506,106.461746,5775200
2005-05-17,145.137497,145.587494,143.050003,143.820007,106.116821,4666576
2005-05-18,144.250000,144.250000,140.375000,142.837494,105.391884,4588224
2005-05-19,144.182495,146.500000,144.149994,145.312500,107.218063,3659448
2005-05-20,145.625000,146.837494,143.399994,146.207504,107.878448,3265616
2005-05-23,146.250000,154.362503,146.250000,152.975006,112.871780,10362016
2005-05-24,155.587494,155.587494,150.657501,154.357498,113.891869,6128856
2005-05-25,153.712494,158.675003,151.875000,157.570007,116.262192,7894472
2005-05-26,157.250000,162.000000,156.395004,161.257507,118.982986,9782096
2005-05-27,160.375000,162.375000,156.907501,158.649994,117.059036,7363480
2005-05-30,158.649994,166.632507,158.000000,164.887497,121.661324,17893184
2005-05-31,165.000000,167.862503,163.195007,166.782501,123.059547,10365568
2005-06-01,166.250000,166.250000,162.195007,163.062500,120.314735,7530088
2005-06-02,163.500000,163.625000,158.137497,158.570007,117.000053,11076624
2005-06-03,158.570007,162.087494,157.632507,161.645004,119.268875,6548528
2005-06-06,161.875000,162.712494,158.787506,160.050003,118.092041,5792512
2005-06-07,161.100006,161.100006,158.632507,159.707504,117.839348,3698192
2005-06-08,160.000000,162.000000,159.512497,161.512497,119.171120,4832512
2005-06-09,161.750000,162.375000,158.919998,159.662506,117.806137,3598336
2005-06-10,160.000000,162.500000,157.637497,158.270004,116.778610,6642624
2005-06-13,159.375000,160.375000,157.524994,158.957504,117.285912,2590032
2005-06-14,159.625000,159.987503,157.524994,158.257507,116.769440,3452384
2005-06-15,158.720001,159.737503,158.287506,159.020004,117.331985,2791072
2005-06-16,159.725006,160.987503,158.107498,159.712494,117.843071,4593552
2005-06-17,160.337494,160.807495,157.887497,158.457504,116.916962,3067992
2005-06-20,159.375000,162.744995,158.787506,161.987503,119.521606,6412672
2005-06-21,162.500000,164.050003,160.412506,163.137497,120.370178,10463544
2005-06-22,163.625000,167.375000,163.625000,166.669998,122.976585,11537376
2005-06-23,166.250000,167.220001,163.125000,163.425003,120.582199,3676944
2005-06-24,162.500000,167.287506,161.875000,165.720001,122.275650,6021320
2005-06-27,164.962494,166.625000,163.500000,164.557495,121.417801,3548128
2005-06-28,164.750000,166.000000,164.257507,165.445007,122.072678,5776112
2005-06-29,165.625000,169.744995,165.270004,166.570007,122.902748,6446640
2005-06-30,167.350006,170.625000,167.350006,169.762497,125.258347,7189000
2005-07-01,168.750000,169.587494,167.544998,169.050003,124.732628,4820568
2005-07-04,169.850006,171.487503,166.375000,169.882507,125.346863,3951648
2005-07-05,171.220001,171.220001,164.074997,165.024994,121.762794,5187376
2005-07-06,165.750000,166.574997,164.520004,165.387497,122.494141,3057216
2005-07-07,165.387497,167.500000,162.907501,163.707504,121.249847,3488888
2005-07-08,163.824997,166.175003,161.695007,163.887497,121.383247,6088000
2005-07-11,163.887497,166.250000,163.887497,165.757507,122.768288,3791264
2005-07-12,164.824997,165.125000,159.037506,160.737503,119.050194,6150600
2005-07-13,160.625000,162.500000,158.375000,158.845001,117.648460,6469840
2005-07-14,159.832504,160.962494,152.044998,153.125000,113.411987,8860408
2005-07-15,153.875000,157.737503,151.882507,156.057495,115.583908,9341720
2005-07-18,156.500000,184.875000,156.500000,165.274994,122.410896,14475608
2005-07-19,168.550003,169.750000,157.500000,164.895004,122.129402,4677744
2005-07-20,166.875000,166.875000,163.145004,163.532501,121.120316,3494304
2005-07-21,165.125000,165.125000,160.000000,161.287506,119.457565,4198984
2005-07-22,160.625000,162.232498,158.800003,161.744995,119.796341,5179296
2005-07-25,162.074997,162.794998,159.399994,160.544998,118.907608,5433024
2005-07-26,160.732498,161.500000,157.500000,158.157501,117.139336,5229680
2005-07-27,158.125000,161.000000,158.125000,160.562500,118.920601,2597408
2005-07-28,321.125000,321.125000,321.125000,321.125000,237.841202,0
2005-07-29,159.375000,161.250000,157.750000,158.600006,117.467049,8358552
2005-08-01,158.375000,159.375000,155.332504,156.524994,115.930176,5430792
2005-08-02,161.500000,162.250000,157.250000,161.287506,119.457565,4821520
2005-08-03,162.187500,163.425003,160.375000,162.595001,120.425926,7274320
2005-08-04,163.125000,164.975006,161.000000,161.907501,119.916771,6346936
2005-08-05,162.500000,163.500000,159.649994,160.675003,119.003853,3162848
2005-08-08,161.250000,161.250000,158.407501,160.382507,118.787277,4109360
2005-08-09,159.375000,160.875000,158.000000,160.550003,118.911324,4743752
2005-08-10,160.707504,164.582504,160.707504,164.132507,121.564682,6958080
2005-08-11,164.582504,166.125000,163.324997,164.107498,121.546188,3645312
2005-08-12,166.050003,166.050003,159.449997,160.357498,118.768730,3821832
2005-08-16,161.250000,161.250000,158.125000,158.632507,117.491142,3653408
2005-08-17,160.000000,162.750000,157.662506,162.395004,120.277763,5637488
2005-08-18,163.375000,165.625000,163.162506,164.212494,121.905457,7813656
2005-08-19,164.375000,166.500000,163.887497,165.669998,122.987411,4966272
2005-08-22,165.625000,168.550003,155.625000,164.732498,122.291405,4492016
2005-08-23,165.875000,166.332504,164.125000,164.507507,122.124428,4686416
2005-08-24,164.507507,164.750000,160.500000,161.962494,120.235161,4036760
2005-08-25,163.125000,166.250000,162.500000,165.457504,122.829720,6341224
2005-08-26,166.057495,171.250000,165.625000,170.595001,126.643555,8198664
2005-08-29,171.250000,172.250000,166.250000,169.419998,125.771286,4081336
2005-08-30,169.457504,173.875000,169.457504,173.044998,128.462341,5807592
2005-08-31,172.600006,176.919998,172.500000,175.607498,130.364639,7408896
2005-09-01,176.232498,179.250000,176.125000,178.032501,132.164932,7600184
2005-09-02,178.750000,180.000000,176.882507,178.399994,132.437714,4920864
2005-09-05,180.000000,183.362503,175.794998,176.282501,130.865814,7254784
2005-09-06,176.875000,177.487503,173.500000,174.807495,129.770813,5023440
2005-09-08,175.000000,176.875000,174.407501,175.762497,130.479736,2878192
2005-09-09,168.875000,176.750000,168.875000,173.994995,129.167572,3741776
2005-09-12,178.625000,204.750000,175.812500,178.774994,132.716064,6631072
2005-09-13,178.875000,178.875000,176.324997,177.800003,131.992279,2244984
2005-09-14,177.500000,178.375000,173.375000,175.020004,129.928513,3890080
2005-09-15,175.250000,181.845001,175.250000,181.237503,134.544220,11040736
2005-09-16,181.845001,184.712494,179.524994,182.199997,135.258713,5480184
2005-09-19,184.712494,185.000000,180.375000,181.770004,134.939514,2877448
2005-09-20,181.875000,185.000000,177.500000,183.807495,136.452057,6293424
2005-09-21,184.250000,184.500000,175.000000,181.707504,134.893066,6215320
2005-09-22,184.500000,185.875000,174.625000,175.182495,130.049149,6482408
2005-09-23,175.044998,178.725006,175.044998,176.557495,131.069931,3815824
2005-09-26,177.500000,184.125000,177.000000,183.237503,136.028900,2290048
2005-09-27,184.375000,185.125000,180.787506,182.787506,135.694839,6404008
2005-09-28,183.000000,184.362503,180.875000,183.687500,136.362976,5900064
2005-09-29,185.000000,186.800003,183.125000,184.107498,136.674667,8421888
2005-09-30,185.000000,186.475006,183.032501,185.294998,137.556351,4982976
2005-10-03,181.925003,188.112503,181.925003,187.237503,138.998367,4472520
2005-10-04,187.475006,187.750000,185.412506,186.220001,138.242966,6350472
2005-10-05,185.500000,186.125000,183.125000,183.750000,136.409363,6577720
2005-10-06,183.132507,183.132507,177.145004,178.082504,132.202042,8233792
2005-10-07,178.125000,181.750000,176.899994,180.600006,134.070831,6206624
2005-10-10,181.225006,184.375000,180.412506,181.062500,134.414291,5371728
2005-10-11,182.500000,184.350006,177.750000,183.470001,136.201477,11565120
2005-10-13,183.750000,185.625000,178.794998,180.162506,133.746170,13605792
2005-10-14,181.250000,181.500000,176.875000,178.007507,132.146347,5226192
2005-10-17,178.750000,180.250000,177.987503,179.270004,133.083603,4388816
2005-10-18,180.250000,183.100006,178.887497,180.119995,133.994858,10941600
2005-10-19,182.494995,182.500000,171.520004,175.199997,130.334793,10058832
2005-10-20,176.887497,179.375000,173.882507,177.044998,131.707336,6352952
2005-10-21,178.625000,179.600006,176.125000,178.532501,132.813889,5923416
2005-10-24,179.024994,180.500000,175.132507,175.937500,130.883408,3149632
2005-10-25,177.294998,181.375000,176.062500,180.000000,133.905624,5420312
2005-10-26,180.000000,180.625000,177.387497,177.782501,132.255966,4142808
2005-10-27,177.875000,178.612503,173.750000,175.162506,130.306915,6771944
2005-10-28,176.125000,176.125000,169.375000,170.270004,126.667320,4501496
2005-10-31,170.625000,176.000000,170.044998,175.157501,130.303238,2851968
2005-11-02,175.162506,179.500000,173.550003,178.625000,132.882721,2852888
2005-11-04,178.625000,178.625000,178.625000,178.625000,132.882721,0
2005-11-07,176.000000,183.462494,176.000000,183.095001,136.208115,4188480
2005-11-08,184.250000,185.532501,183.800003,184.625000,137.346252,5782184
2005-11-09,184.625000,185.382507,181.282501,182.100006,135.467865,5000792
2005-11-10,182.125000,184.612503,182.125000,183.720001,136.673065,3095696
2005-11-11,183.125000,186.000000,183.125000,185.332504,137.872528,5919888
2005-11-14,186.250000,189.332504,186.250000,188.787506,140.442780,8040360
2005-11-16,188.907501,189.625000,187.782501,188.962494,140.572983,6742576
2005-11-17,187.500000,189.750000,186.557495,188.457504,140.197311,4878464
2005-11-18,189.000000,191.375000,189.000000,190.869995,141.992035,8707720
2005-11-21,191.175003,192.337494,188.250000,189.832504,141.220184,6597336
2005-11-22,189.250000,190.600006,186.000000,187.482498,139.472015,4751000
2005-11-23,187.500000,190.250000,187.375000,189.582504,141.034286,6054776
2005-11-24,189.500000,191.649994,189.500000,190.532501,141.740982,4544088
2005-11-25,190.532501,192.500000,188.794998,191.712494,142.618729,3344264
2005-11-28,192.350006,193.750000,192.000000,193.457504,143.916885,2535248
2005-11-29,193.100006,193.750000,190.070007,193.169998,143.703033,3303424
2005-11-30,191.500000,194.062500,189.375000,190.137497,141.447144,4023376
2005-12-01,190.000000,194.332504,189.845001,193.762497,144.143784,4161968
2005-12-02,194.332504,196.800003,192.632507,193.750000,144.134521,4784360
2005-12-05,194.000000,194.262497,190.782501,191.419998,142.401199,1913080
2005-12-06,191.875000,196.250000,190.787506,194.250000,144.506454,3233064
2005-12-07,195.250000,200.000000,195.037506,199.445007,148.371140,5618952
2005-12-08,199.375000,203.087494,199.032501,202.070007,150.323929,9585192
2005-12-09,202.250000,211.824997,201.412506,210.337494,156.474258,6194224
2005-12-12,206.294998,213.125000,205.250000,206.274994,153.452087,6191488
2005-12-13,206.500000,209.750000,205.625000,208.449997,155.070160,6027072
2005-12-14,207.500000,212.500000,205.000000,210.487503,156.585938,4819208
2005-12-15,211.237503,212.312500,208.550003,210.350006,156.483612,4249016
2005-12-16,211.250000,215.750000,210.375000,214.300003,159.422058,7907432
2005-12-19,215.750000,219.125000,214.625000,216.820007,161.296768,4701168
2005-12-20,218.750000,218.750000,210.875000,211.687500,157.478577,4628568
2005-12-21,213.125000,214.324997,208.875000,210.762497,156.790466,3282432
2005-12-22,211.250000,212.462494,209.869995,210.587494,156.660248,2519208
2005-12-23,210.875000,213.125000,208.125000,208.970001,155.457047,2455032
2005-12-26,209.250000,209.250000,207.032501,207.862503,154.633057,1625280
2005-12-27,207.845001,212.875000,205.375000,212.270004,157.911926,1565208
2005-12-28,211.875000,213.750000,209.582504,210.707504,156.749557,2582056
2005-12-29,211.250000,214.987503,210.207504,213.757507,159.018494,3461784
2005-12-30,210.000000,214.987503,210.000000,212.857498,158.348984,2380248
2006-01-02,213.500000,213.862503,210.169998,210.949997,156.929947,1653504
2006-01-03,210.657501,217.494995,210.250000,216.649994,161.170303,3396936
2006-01-04,217.500000,218.737503,215.274994,217.887497,162.090881,3545616
2006-01-05,218.125000,218.250000,215.237503,216.544998,161.092163,1431824
2006-01-06,216.875000,217.487503,211.500000,213.199997,158.603760,2965744
2006-01-09,213.770004,216.250000,210.125000,211.119995,157.056427,3883272
2006-01-10,211.250000,212.475006,207.625000,209.062500,155.525787,3972648
2006-01-12,206.625000,211.125000,201.875000,209.212494,155.637405,13919696
2006-01-13,210.000000,211.250000,205.500000,206.470001,153.597137,3608568
2006-01-16,206.375000,206.375000,200.320007,201.095001,149.598618,4804912
2006-01-17,201.375000,205.000000,201.250000,202.925003,150.960007,3753056
2006-01-18,202.274994,202.975006,200.262497,202.445007,150.881699,3165120
2006-01-19,202.975006,206.837494,202.975006,206.294998,153.751083,3574728
2006-01-20,206.875000,208.732498,204.375000,205.500000,153.158600,3294240
2006-01-23,204.375000,204.375000,201.412506,202.770004,151.123947,2280272
2006-01-24,204.375000,206.125000,203.800003,205.324997,153.028152,1890064
2006-01-25,206.125000,207.494995,205.437500,206.399994,153.829422,6365736
2006-01-27,210.000000,210.000000,206.324997,207.395004,154.570953,3003816
2006-01-30,208.175003,209.949997,206.512497,207.362503,154.546783,1383144
2006-01-31,209.949997,209.949997,206.544998,208.800003,155.618103,1503160
2006-02-01,207.000000,209.750000,206.300003,208.332504,155.269669,3896696
2006-02-02,208.750000,209.500000,203.707504,204.600006,152.487869,3135736
2006-02-03,204.987503,205.975006,201.550003,203.850006,151.928879,4357520
2006-02-06,203.737503,210.375000,203.294998,209.882507,156.424896,2894976
2006-02-07,210.000000,211.687500,205.532501,209.262497,155.962677,7002784
2006-02-08,208.250000,209.012497,206.544998,207.812500,154.882095,3332648
2006-02-10,208.770004,209.750000,205.632507,208.699997,155.543549,2728200
2006-02-13,208.699997,208.750000,206.000000,206.375000,153.810760,2020544
2006-02-14,208.750000,208.750000,201.750000,202.320007,150.788559,6962064
2006-02-15,205.987503,205.987503,200.625000,202.419998,150.863083,4209320
2006-02-16,203.125000,204.975006,201.500000,203.645004,151.776077,5284488
2006-02-17,206.250000,207.050003,202.500000,203.125000,151.388474,2923448
2006-02-20,204.875000,206.875000,203.425003,206.232498,153.704559,2643608
2006-02-21,206.875000,208.875000,206.387497,208.250000,155.208176,2301240
2006-02-22,208.750000,208.750000,206.412506,207.732498,154.822433,1156592
2006-02-23,207.500000,211.237503,207.500000,208.820007,155.632965,4141584
2006-02-24,208.782501,210.000000,207.037506,208.757507,155.586441,1097336
2006-02-27,208.375000,211.875000,208.300003,211.294998,157.477600,2521112
2006-02-28,211.875000,213.000000,208.750000,212.600006,158.450211,2821744
2006-03-01,212.500000,218.175003,210.907501,217.524994,162.120789,4506152
2006-03-02,218.175003,219.250000,215.044998,217.725006,162.269867,3277696
2006-03-03,217.750000,217.750000,212.169998,213.220001,158.912308,2124440
2006-03-06,214.500000,219.125000,213.750000,218.037506,162.502792,3631584
2006-03-07,217.520004,218.750000,215.000000,215.587494,160.676773,1985168
2006-03-08,216.500000,217.500000,213.125000,215.320007,160.477417,3813488
2006-03-09,215.000000,216.000000,211.250000,215.607498,160.691711,4662712
2006-03-10,211.500000,221.875000,211.250000,220.457504,164.306396,6434944
2006-03-13,221.725006,230.949997,221.725006,228.574997,170.356384,7178552
2006-03-14,228.112503,228.462494,223.887497,225.395004,167.986328,3477456
2006-03-16,227.125000,229.987503,225.787506,229.425003,170.989899,4600064
2006-03-17,230.000000,235.062500,230.000000,232.625000,173.374832,5932240
2006-03-20,234.250000,239.375000,233.187500,238.500000,177.753464,7012872
2006-03-21,238.500000,241.875000,237.332504,239.399994,178.424179,5301384
2006-03-22,240.000000,240.000000,235.149994,236.669998,176.389496,5121168
2006-03-23,237.500000,239.875000,233.532501,234.274994,174.604492,2644488
2006-03-24,235.875000,238.125000,233.632507,236.432495,176.212555,2917384
2006-03-27,236.875000,238.750000,235.695007,236.369995,176.165970,2928432
2006-03-28,237.500000,238.875000,235.125000,235.949997,175.852875,3751272
2006-03-29,234.875000,237.862503,233.375000,237.270004,176.836746,4284296
2006-03-30,237.862503,251.250000,237.862503,246.012497,183.352448,5784168
2006-03-31,244.737503,244.737503,238.750000,239.437500,178.452148,2920168
2006-04-03,240.875000,244.500000,240.000000,243.845001,181.737000,3105672
2006-04-04,243.800003,245.000000,242.507507,243.570007,181.532059,2971608
2006-04-05,243.762497,245.645004,240.000000,241.507507,179.994888,2776928
2006-04-07,243.500000,249.625000,234.375000,236.157501,176.007568,7385560
2006-04-10,237.500000,239.994995,235.000000,236.762497,176.458481,7034440
2006-04-12,237.274994,237.500000,220.375000,222.600006,165.903198,13157376
2006-04-13,225.625000,228.712494,221.250000,224.645004,167.427338,8601672
2006-04-17,228.125000,238.875000,226.907501,238.320007,177.619293,9688752
2006-04-18,247.250000,261.000000,247.250000,251.187500,187.209381,14778488
2006-04-19,253.625000,256.250000,249.750000,251.595001,187.513092,9803312
2006-04-20,252.487503,253.119995,246.875000,248.737503,185.383423,6296944
2006-04-21,250.000000,253.744995,245.625000,249.882507,186.236771,4973000
2006-04-24,249.750000,249.957504,245.625000,247.407501,184.392166,5234808
2006-04-25,247.487503,247.487503,237.375000,240.869995,179.519775,5702208
2006-04-26,241.000000,244.500000,238.750000,242.794998,180.954483,7071136
2006-04-27,242.794998,250.375000,241.250000,243.232498,181.280579,7164848
2006-04-28,238.375000,248.875000,228.794998,247.257507,184.280365,5292360
2006-05-02,248.000000,253.050003,247.500000,251.645004,187.550339,6239280
2006-05-03,253.000000,254.987503,251.882507,253.945007,189.264557,3148160
2006-05-04,253.500000,257.237488,252.662506,255.462494,190.395477,3929824
2006-05-05,256.875000,256.875000,249.375000,250.832504,186.944794,2710520
2006-05-08,252.625000,261.500000,251.250000,252.432495,188.137268,1484712
2006-05-09,254.000000,255.550003,250.625000,253.107498,188.640335,1800392
2006-05-10,255.550003,255.875000,250.287506,252.712494,188.345932,1978192
2006-05-11,253.662506,253.662506,250.675003,252.337494,188.066467,1964024
2006-05-12,251.375000,253.107498,246.287506,249.520004,185.966568,2777136
2006-05-15,247.500000,250.125000,240.000000,245.112503,182.681717,4034504
2006-05-16,244.994995,249.375000,239.975006,246.837494,183.967361,2671568
2006-05-17,249.375000,252.500000,248.750000,252.070007,187.867126,1343368
2006-05-18,248.750000,249.987503,237.500000,240.707504,179.398621,4542360
2006-05-19,243.750000,244.975006,231.437500,236.544998,176.296371,4868216
2006-05-22,240.000000,240.000000,218.000000,222.562500,165.875244,4699416
2006-05-23,225.000000,234.250000,212.625000,228.774994,170.505386,5388136
2006-05-24,233.750000,235.000000,220.000000,223.832504,166.821777,5705568
2006-05-25,222.500000,237.300003,218.125000,234.619995,174.861618,5839048
2006-05-26,236.250000,237.500000,230.125000,233.294998,173.874146,2208184
2006-05-29,233.125000,233.125000,230.037506,231.320007,172.402161,2802688
2006-05-30,233.125000,236.887497,229.375000,232.544998,173.315186,4516056
2006-05-31,230.137497,230.137497,216.250000,222.862503,166.098801,5769856
2006-06-01,228.125000,228.125000,211.250000,213.669998,159.247635,5942760
2006-06-02,214.362503,225.000000,211.000000,224.250000,167.132935,4213560
2006-06-05,224.250000,225.550003,219.282501,220.949997,164.673447,3211680
2006-06-06,218.100006,223.475006,211.250000,218.612503,162.931305,2971136
2006-06-07,225.000000,225.000000,211.657501,212.994995,158.744583,5410536
2006-06-08,215.625000,215.625000,201.399994,205.987503,153.521957,5360992
2006-06-09,209.307495,211.500000,203.125000,208.895004,155.688919,4061912
2006-06-12,212.375000,212.375000,202.625000,204.845001,152.670456,3591904
2006-06-13,202.625000,203.675003,195.125000,196.294998,146.298157,2736984
2006-06-14,195.244995,203.119995,181.407501,185.457504,138.220963,12786016
2006-06-15,198.250000,198.250000,187.625000,193.820007,144.453491,5967360
2006-06-16,198.250000,214.375000,197.550003,210.625000,157.435150,8390168
2006-06-19,210.000000,210.625000,204.532501,208.544998,155.880432,4294088
2006-06-20,211.000000,211.000000,200.000000,200.919998,150.181015,3687920
2006-06-21,202.500000,205.875000,199.375000,205.162506,153.352081,5963496
2006-06-22,206.250000,211.250000,206.250000,209.595001,156.665268,3668104
2006-06-23,206.250000,212.500000,203.125000,211.857498,158.356430,3304720
2006-06-26,215.000000,215.000000,202.257507,204.187500,152.623352,6575056
2006-06-27,207.250000,207.250000,200.000000,205.570007,153.656677,5002632
2006-06-28,202.500000,214.070007,200.750000,212.324997,158.705811,4785400
2006-06-29,213.750000,215.000000,208.750000,210.100006,157.042786,6318576
2006-06-30,216.875000,220.875000,213.207504,217.345001,162.458160,5449760
2006-07-03,217.750000,225.937500,216.550003,225.024994,168.198685,4285520
2006-07-04,226.375000,228.875000,225.625000,226.887497,169.590820,3584768
2006-07-05,227.125000,232.750000,225.000000,230.324997,172.160248,4245072
2006-07-06,228.500000,229.000000,224.020004,225.537506,168.581772,2310920
2006-07-07,227.462494,228.975006,217.500000,218.337494,163.199921,2928672
2006-07-10,217.500000,227.199997,217.500000,224.794998,168.026749,3859312
2006-07-11,225.000000,226.875000,220.395004,221.244995,165.373215,3618984
2006-07-12,222.500000,238.625000,222.500000,236.287506,176.617035,9521616
2006-07-13,236.500000,237.345001,231.282501,233.419998,174.473633,5383576
2006-07-14,230.000000,237.000000,228.137497,234.287506,175.122116,4949808
2006-07-17,235.600006,239.250000,231.375000,232.375000,173.692520,8996832
2006-07-18,232.500000,243.750000,226.937500,229.312500,171.403458,11043936
2006-07-19,235.250000,236.875000,218.195007,219.695007,164.214722,14046384
2006-07-20,221.987503,227.500000,221.250000,225.770004,168.755524,6312720
2006-07-21,224.750000,225.600006,219.074997,220.945007,165.149017,4391664
